"winner","round_type","ct","t"
"ct","SEMI_ECO",29150,11200
"ct","FORCE_BUY",30850,17300
"ct","NORMAL",32350,20250
"ct","PISTOL_ROUND",2950,4250
"ct","ECO",19750,2100
"t","NORMAL",23050,20200
"t","ECO",4700,22400
"t","NORMAL",23600,27250
"ct","ECO",7650,29300
"t","NORMAL",33350,26100
"t","ECO",5150,24350
"ct","NORMAL",18050,22350
"ct","ECO",26600,3500
"ct","ECO",29300,3600
"ct","NORMAL",35800,23850
"ct","ECO",33300,5000
"ct","NORMAL",33300,24300
"ct","NORMAL",28650,20650
"t","PISTOL_ROUND",4350,3550
"ct","ECO",4800,18400
"ct","ECO",25100,2700
"ct","NORMAL",25550,24550
"ct","ECO",29150,2950
"t","NORMAL",31850,22350
"t","NORMAL",18500,24900
"t","ECO",8950,28750
"ct","NORMAL",21900,28550
"t","NORMAL",29250,30150
"t","ECO",8350,27450
"ct","PISTOL_ROUND",4150,4250
"t","ECO",14700,2300
"ct","FORCE_BUY",10350,21550
"ct","NORMAL",16850,24950
"ct","ECO",18150,5300
"ct","NORMAL",23450,20350
"ct","NORMAL",31250,29200
"ct","FORCE_BUY",32050,17900
"ct","NORMAL",31750,25550
"ct","NORMAL",30450,18850
"t","NORMAL",30200,19750
"ct","NORMAL",22200,26450
"ct","ECO",22200,8350
"ct","SEMI_ECO",28650,11350
"t","PISTOL_ROUND",3850,4150
"ct","PISTOL_ROUND",8850,16250
"ct","FORCE_BUY",19500,10450
"ct","ECO",23350,2350
"t","NORMAL",29550,19950
"t","NORMAL",18500,27450
"t","PISTOL_ROUND",3700,2350
"ct","NORMAL",8900,12400
"t","NORMAL",18000,12800
"ct","SEMI_ECO",8900,22600
"t","SEMI_ECO",23800,10550
"ct","ECO",4450,22550
"ct","SEMI_ECO",28050,11000
"ct","ECO",27250,2700
"t","NORMAL",27850,24800
"t","NORMAL",15700,24000
"t","ECO",3300,24600
"ct","NORMAL",18550,25300
"t","NORMAL",21550,21400
"t","ECO",7500,26350
"t","FORCE_BUY",10700,20700
"t","PISTOL_ROUND",4400,4250
"t","ECO",6150,16850
"t","ECO",6100,20400
"ct","NORMAL",20050,26250
"ct","NORMAL",28150,18650
"ct","ECO",30150,2150
"t","NORMAL",28300,17300
"t","ECO",5250,19400
"t","NORMAL",23000,26200
"t","ECO",2900,27950
"t","NORMAL",23500,28050
"t","FORCE_BUY",13600,25500
"ct","NORMAL",17900,28400
"t","NORMAL",27950,23850
"ct","PISTOL_ROUND",4300,4250
"t","ECO",21300,2200
"t","ECO",7850,24650
"t","ECO",3350,26950
"t","NORMAL",22900,28400
"ct","NORMAL",25050,29000
"t","NORMAL",21200,26150
"t","ECO",8100,27050
"t","ECO",2250,26550
"t","NORMAL",22900,27950
"ct","NORMAL",20050,28250
"ct","NORMAL",30600,25100
"t","FORCE_BUY",29600,15300
"t","FORCE_BUY",12200,23900
"ct","NORMAL",16800,24000
"ct","PISTOL_ROUND",4300,4200
"t","SEMI_ECO",17250,7600
"t","FORCE_BUY",11700,19800
"t","ECO",2000,20900
"ct","NORMAL",22000,22050
"ct","NORMAL",29400,20900
"t","NORMAL",24900,17200
"t","NORMAL",22450,23600
"ct","ECO",1600,24550
"t","NORMAL",25550,20600
"ct","NORMAL",24250,24700
"ct","NORMAL",26350,18000
"ct","PISTOL_ROUND",4350,2750
"ct","ECO",19850,4750
"ct","ECO",17900,900
"ct","NORMAL",27350,18300
"ct","ECO",30750,3450
"ct","NORMAL",30850,25200
"ct","FORCE_BUY",34150,18600
"t","ECO",33250,12550
"ct","NORMAL",34400,28900
"t","NORMAL",29800,21700
"ct","NORMAL",18700,24100
"t","NORMAL",19300,14050
"ct","ECO",6100,28000
"ct","FORCE_BUY",26950,15650
"t","SEMI_ECO",27800,12450
"ct","PISTOL_ROUND",4300,4450
"ct","SEMI_ECO",18550,7400
"ct","ECO",22600,1500
"t","NORMAL",27000,22550
"ct","NORMAL",21100,22300
"ct","ECO",32400,8050
"ct","ECO",28450,3550
"t","NORMAL",30800,26050
"ct","NORMAL",25050,24500
"ct","FORCE_BUY",29550,14400
"ct","ECO",25650,6000
"ct","NORMAL",24350,19250
"ct","FORCE_BUY",30550,15600
"t","NORMAL",30550,20450
"ct","NORMAL",18900,25700
"t","PISTOL_ROUND",4400,4150
"t","SEMI_ECO",7100,17500
"t","ECO",1000,20150
"ct","NORMAL",23500,23450
"t","NORMAL",23900,24600
"t","ECO",5600,24400
"t","ECO",3700,25500
"ct","NORMAL",19850,23600
"ct","NORMAL",22550,20500
"ct","ECO",16600,2250
"t","NORMAL",26300,21300
"t","FORCE_BUY",12400,21200
"ct","ECO",5850,23800
"t","ECO",22400,3400
"t","SEMI_ECO",10600,26550
"t","PISTOL_ROUND",3800,4100
"t","ECO",4050,17550
"t","ECO",5950,19950
"ct","NORMAL",25550,26450
"ct","NORMAL",29450,20200
"ct","ECO",29550,2700
"t","SEMI_ECO",24200,10700
"t","ECO",6100,26300
"t","NORMAL",23800,27550
"t","ECO",1850,29800
"t","NORMAL",28050,22100
"t","NORMAL",26300,26600
"ct","NORMAL",24450,26950
"t","FORCE_BUY",31000,16300
"ct","FORCE_BUY",16600,29000
"t","PISTOL_ROUND",4500,4500
"ct","SEMI_ECO",8050,19600
"ct","ECO",20150,1800
"t","NORMAL",26850,24300
"ct","NORMAL",15900,24700
"ct","NORMAL",18600,23050
"t","ECO",28000,7600
"t","SEMI_ECO",9750,22050
"t","ECO",4650,25600
"t","NORMAL",24450,26250
"t","FORCE_BUY",13600,22750
"ct","NORMAL",25150,26200
"ct","NORMAL",25100,23400
"ct","ECO",28650,10800
"t","NORMAL",29750,18900
"t","PISTOL_ROUND",4200,3400
"t","FORCE_BUY",8200,17050
"t","SEMI_ECO",6700,17500
"t","NORMAL",23550,24000
"t","ECO",4000,27650
"t","NORMAL",28800,28350
"t","NORMAL",21700,24650
"t","NORMAL",25250,26850
"t","NORMAL",20050,28050
"t","PISTOL_ROUND",4300,4350
"t","ECO",6300,18600
"t","ECO",2000,21800
"t","NORMAL",23000,23100
"t","ECO",2600,27550
"ct","NORMAL",29850,27450
"t","NORMAL",32500,24150
"ct","NORMAL",16500,27350
"ct","FORCE_BUY",30050,15500
"t","FORCE_BUY",29450,15800
"t","ECO",3700,22750
"t","ECO",8850,23500
"t","NORMAL",24700,23400
"t","ECO",8700,25500
"ct","NORMAL",26150,27300
"t","PISTOL_ROUND",4300,4350
"ct","FORCE_BUY",8900,15600
"ct","ECO",22400,7700
"ct","ECO",23400,6950
"ct","NORMAL",31150,23350
"ct","SEMI_ECO",33250,13200
"t","PISTOL_ROUND",4250,3150
"t","ECO",4750,16100
"t","ECO",2450,17850
"t","NORMAL",23500,22600
"ct","ECO",6050,17600
"ct","NORMAL",25000,22650
"ct","SEMI_ECO",23400,9200
"ct","FORCE_BUY",27750,14600
"ct","ECO",29550,4900
"t","NORMAL",32500,26150
"t","FORCE_BUY",13700,29200
"ct","NORMAL",19100,27450
"ct","NORMAL",23300,19300
"t","ECO",23550,1500
"t","NORMAL",15050,22150
"t","PISTOL_ROUND",3750,4400
"ct","ECO",3800,17150
"ct","ECO",16500,1950
"ct","ECO",20900,2900
"ct","NORMAL",31600,23350
"t","NORMAL",29800,21650
"ct","FORCE_BUY",12950,26550
"t","NORMAL",19600,11950
"t","ECO",6650,22200
"ct","FORCE_BUY",8900,19400
"ct","FORCE_BUY",27550,14100
"ct","FORCE_BUY",25100,12300
"ct","FORCE_BUY",7850,16150
"ct","ECO",20850,6350
"ct","ECO",22450,1100
"ct","NORMAL",24550,24500
"ct","ECO",29650,6500
"ct","NORMAL",30150,25950
"ct","NORMAL",30200,21300
"ct","FORCE_BUY",29700,16650
"t","NORMAL",31700,21050
"ct","NORMAL",30300,23450
"ct","ECO",31550,7650
"ct","ECO",32950,6450
"ct","NORMAL",27200,17700
"ct","SEMI_ECO",31650,13950
"ct","ECO",17700,3250
"t","NORMAL",23450,16200
"ct","NORMAL",23050,20300
"t","ECO",31450,9300
"t","NORMAL",16800,27750
"t","PISTOL_ROUND",3700,2950
"t","ECO",6450,17300
"t","ECO",1300,20100
"ct","NORMAL",25300,24300
"ct","NORMAL",23250,21850
"ct","ECO",28900,3200
"ct","NORMAL",30900,18650
"ct","ECO",27700,2600
"t","NORMAL",27150,27650
"ct","FORCE_BUY",13600,27900
"ct","ECO",26150,9550
"ct","FORCE_BUY",24700,14100
"ct","ECO",32250,7500
"ct","NORMAL",29850,29050
"ct","NORMAL",33900,22700
"ct","PISTOL_ROUND",3600,4200
"ct","ECO",19350,2300
"ct","ECO",24750,1100
"t","NORMAL",30750,27500
"ct","ECO",7100,32250
"t","FORCE_BUY",22200,13250
"t","SEMI_ECO",8400,21050
"t","ECO",7600,23250
"t","SEMI_ECO",10500,25150
"t","PISTOL_ROUND",3450,3700
"ct","ECO",3900,18850
"ct","ECO",23850,7800
"t","NORMAL",28900,18800
"t","NORMAL",19950,21500
"t","ECO",3600,21900
"ct","NORMAL",20000,18500
"ct","FORCE_BUY",20100,11150
"t","FORCE_BUY",24200,14500
"ct","ECO",9750,25850
"ct","FORCE_BUY",27400,12550
"ct","ECO",22000,6700
"t","NORMAL",18050,14650
"ct","NORMAL",16650,22200
"t","PISTOL_ROUND",4200,3500
"ct","PISTOL_ROUND",6950,19500
"t","ECO",23150,6850
"t","ECO",6400,20900
"ct","FORCE_BUY",13350,25000
"t","NORMAL",24300,19300
"t","SEMI_ECO",12400,28350
"t","ECO",8750,27550
"t","SEMI_ECO",10050,24350
"t","PISTOL_ROUND",4450,3400
"t","FORCE_BUY",8200,14250
"t","ECO",1000,19050
"t","NORMAL",21500,24150
"ct","ECO",3500,26350
"ct","NORMAL",31250,25500
"t","NORMAL",28950,22500
"t","ECO",3900,25050
"ct","NORMAL",22850,28150
"ct","NORMAL",23800,22100
"ct","NORMAL",23100,15900
"ct","ECO",31000,10650
"t","NORMAL",31850,24250
"t","NORMAL",33000,27550
"t","NORMAL",29550,19900
"t","PISTOL_ROUND",3600,4150
"t","ECO",6100,16650
"t","ECO",2300,19600
"ct","NORMAL",24350,27300
"t","NORMAL",19950,24400
"t","ECO",7200,21150
"t","ECO",2000,23850
"ct","NORMAL",23850,25750
"t","ECO",23600,7200
"t","ECO",7750,26450
"t","ECO",6650,28450
"ct","NORMAL",17550,28250
"ct","NORMAL",31350,26550
"ct","ECO",33150,4250
"ct","NORMAL",29300,25700
"t","NORMAL",26050,25000
"t","NORMAL",25900,27950
"ct","NORMAL",33050,25500
"t","NORMAL",32550,27650
"ct","NORMAL",30000,30200
"ct","PISTOL_ROUND",4250,4500
"ct","ECO",16250,1800
"ct","NORMAL",22750,21500
"ct","ECO",23950,6150
"t","NORMAL",28750,21800
"ct","NORMAL",30450,25950
"t","NORMAL",31900,21700
"ct","NORMAL",26650,20000
"t","ECO",29250,8450
"t","SEMI_ECO",10000,24750
"t","ECO",1300,24400
"ct","NORMAL",24500,25800
"ct","ECO",26550,5900
"t","NORMAL",29950,20300
"t","FORCE_BUY",11550,24500
"t","PISTOL_ROUND",4500,4200
"t","ECO",5900,17050
"t","ECO",3300,19950
"ct","NORMAL",21900,25050
"ct","NORMAL",23050,21400
"ct","ECO",26300,2950
"t","NORMAL",29250,25550
"ct","NORMAL",17250,23000
"ct","ECO",29450,5500
"t","ECO",32600,1900
"t","NORMAL",25350,31150
"t","NORMAL",17150,26550
"t","FORCE_BUY",15650,29500
"t","PISTOL_ROUND",4500,4250
"ct","FORCE_BUY",7650,14450
"t","NORMAL",20700,15650
"t","ECO",9800,26500
"t","ECO",5400,25600
"ct","NORMAL",26100,26250
"ct","NORMAL",29050,21600
"ct","ECO",27600,4600
"t","NORMAL",32650,25100
"t","ECO",4450,27250
"ct","NORMAL",27350,27750
"ct","NORMAL",31900,19300
"ct","ECO",30800,5350
"ct","SEMI_ECO",30050,13300
"t","FORCE_BUY",32350,14900
"ct","PISTOL_ROUND",4350,4500
"ct","ECO",19500,2500
"ct","NORMAL",25650,20550
"ct","ECO",30300,11200
"ct","NORMAL",31850,24700
"ct","FORCE_BUY",31300,16600
"t","FORCE_BUY",31750,14750
"t","NORMAL",30900,20400
"t","ECO",4050,21100
"ct","NORMAL",26000,26950
"ct","NORMAL",28150,18850
"ct","PISTOL_ROUND",4350,3600
"ct","SEMI_ECO",17800,6950
"ct","ECO",19700,2000
"ct","NORMAL",26950,23200
"ct","NORMAL",24850,17550
"t","FORCE_BUY",30750,15200
"ct","NORMAL",26050,22850
"ct","NORMAL",20850,15050
"ct","ECO",27550,7450
"t","ECO",29450,9150
"t","ECO",2600,28500
"t","NORMAL",26700,28350
"t","ECO",3700,28150
"ct","NORMAL",27750,29400
"t","NORMAL",26500,18950
"ct","PISTOL_ROUND",4350,4300
"ct","ECO",21650,3350
"t","ECO",24250,5400
"ct","NORMAL",18500,20900
"ct","ECO",24700,5600
"ct","NORMAL",21250,16200
"ct","ECO",27500,8400
"ct","NORMAL",28450,19600
"ct","NORMAL",25750,21750
"ct","NORMAL",27750,16850
"ct","NORMAL",29550,19500
"ct","PISTOL_ROUND",3550,3700
"ct","ECO",17350,1200
"ct","ECO",19150,2300
"ct","NORMAL",21650,23100
"t","ECO",25700,6000
"t","NORMAL",29950,24950
"ct","NORMAL",20600,26850
"ct","NORMAL",24450,18800
"t","SEMI_ECO",29450,12700
"t","NORMAL",17500,21650
"ct","ECO",6850,23200
"ct","SEMI_ECO",25600,10400
"ct","ECO",27950,6400
"ct","NORMAL",25950,17600
"t","FORCE_BUY",23800,12100
"t","PISTOL_ROUND",4400,3400
"ct","ECO",4100,16600
"ct","SEMI_ECO",20900,8600
"ct","ECO",24000,4900
"t","NORMAL",25400,21300
"t","NORMAL",16200,24200
"t","SEMI_ECO",9600,21450
"t","ECO",6250,23950
"t","NORMAL",17400,26750
"t","PISTOL_ROUND",3800,3650
"t","SEMI_ECO",6600,16950
"t","ECO",2000,23300
"t","NORMAL",25000,21650
"t","ECO",5050,26150
"ct","NORMAL",27600,26450
"t","NORMAL",25100,22350
"t","ECO",8500,24250
"t","ECO",1200,25350
"t","NORMAL",24700,29600
"t","ECO",7900,31350
"t","NORMAL",24450,29600
"t","FORCE_BUY",16450,27750
"t","NORMAL",21100,27750
"t","FORCE_BUY",15850,31550
"t","SEMI_ECO",7750,20250
"t","ECO",2100,17750
"ct","NORMAL",22850,24950
"t","NORMAL",28000,19450
"t","SEMI_ECO",9550,24700
"t","ECO",2500,26400
"ct","NORMAL",24250,27750
"ct","PISTOL_ROUND",3800,4350
"ct","SEMI_ECO",15350,6650
"ct","ECO",18200,4100
"t","NORMAL",25600,21100
"t","ECO",4350,20850
"ct","NORMAL",26850,20500
"ct","ECO",32650,6200
"ct","FORCE_BUY",28500,13400
"ct","ECO",29800,5300
"ct","NORMAL",32350,27650
"ct","NORMAL",30150,25000
"t","SEMI_ECO",32600,12650
"t","NORMAL",25000,22300
"t","ECO",2400,21300
"t","NORMAL",26300,20950
"t","PISTOL_ROUND",4350,3750
"t","SEMI_ECO",7000,16100
"t","ECO",4500,21050
"ct","NORMAL",20800,24300
"ct","NORMAL",21400,18300
"ct","ECO",26900,2850
"ct","NORMAL",23650,15200
"t","FORCE_BUY",29400,17600
"t","ECO",6100,21550
"ct","NORMAL",13650,17250
"t","ECO",25400,3450
"t","ECO",9100,25850
"ct","PISTOL_ROUND",3750,3650
"t","ECO",17500,2750
"t","ECO",3650,20200
"ct","NORMAL",21800,20950
"ct","NORMAL",26150,17200
"ct","ECO",27900,3650
"ct","NORMAL",29500,18850
"ct","ECO",33300,11900
"ct","NORMAL",25700,24400
"t","NORMAL",29500,23650
"ct","NORMAL",16750,16400
"ct","NORMAL",21000,13200
"ct","ECO",30350,5700
"t","FORCE_BUY",31150,14950
"t","NORMAL",26550,21650
"t","PISTOL_ROUND",4450,3000
"t","ECO",5950,16250
"t","ECO",2000,20850
"t","NORMAL",23550,24150
"t","FORCE_BUY",13550,26600
"ct","FORCE_BUY",16100,28550
"ct","NORMAL",22450,23600
"t","NORMAL",29450,24500
"t","PISTOL_ROUND",3500,4150
"t","SEMI_ECO",7000,16250
"t","ECO",1600,19750
"ct","NORMAL",21900,25700
"ct","ECO",25600,6150
"ct","ECO",29200,5700
"t","NORMAL",26050,26150
"t","ECO",8800,27750
"t","ECO",4200,28750
"t","NORMAL",26000,30300
"t","ECO",9350,29650
"t","NORMAL",26350,34700
"t","ECO",6850,30500
"t","NORMAL",28000,30300
"ct","FORCE_BUY",15850,28350
"ct","PISTOL_ROUND",2950,4200
"ct","ECO",18450,1200
"ct","NORMAL",22850,22600
"ct","FORCE_BUY",28400,16650
"ct","SEMI_ECO",28700,12950
"ct","PISTOL_ROUND",3700,3650
"ct","FORCE_BUY",16450,8550
"ct","NORMAL",28450,20900
"ct","NORMAL",20250,13000
"ct","FORCE_BUY",28900,13550
"t","FORCE_BUY",31150,18300
"t","ECO",5250,24500
"t","NORMAL",20350,25450
"ct","ECO",4100,23900
"ct","FORCE_BUY",22850,13250
"t","ECO",23700,8650
"ct","FORCE_BUY",12300,27000
"ct","ECO",26100,5950
"ct","FORCE_BUY",28900,15300
"ct","PISTOL_ROUND",3650,3000
"ct","PISTOL_ROUND",18500,6350
"ct","ECO",23550,6600
"t","FORCE_BUY",30700,18200
"ct","NORMAL",23550,20950
"t","SEMI_ECO",26750,10500
"ct","NORMAL",15500,22650
"t","ECO",24150,9050
"t","NORMAL",15850,22550
"t","ECO",9600,28100
"t","PISTOL_ROUND",4300,4250
"t","FORCE_BUY",7200,13200
"t","ECO",1600,18700
"t","NORMAL",23250,25100
"t","ECO",6750,21500
"t","NORMAL",28150,22300
"t","NORMAL",15500,25400
"ct","NORMAL",21150,21500
"t","NORMAL",24950,25100
"t","ECO",8900,26950
"t","FORCE_BUY",12650,27650
"t","FORCE_BUY",16100,27050
"ct","FORCE_BUY",15850,26700
"ct","NORMAL",22500,20200
"t","NORMAL",20450,21950
"ct","FORCE_BUY",18250,10150
"ct","ECO",24750,7900
"ct","NORMAL",25950,16200
"ct","PISTOL_ROUND",3600,4150
"ct","SEMI_ECO",16600,6400
"ct","ECO",17900,2850
"t","NORMAL",25050,22150
"ct","NORMAL",23750,22050
"ct","ECO",25400,1500
"ct","ECO",29500,3850
"ct","NORMAL",29100,25450
"ct","ECO",27800,5300
"ct","NORMAL",27000,24450
"ct","NORMAL",28400,20950
"ct","SEMI_ECO",29450,12900
"ct","NORMAL",27550,18200
"t","NORMAL",27250,19000
"t","FORCE_BUY",32400,16300
"t","PISTOL_ROUND",3550,4250
"t","SEMI_ECO",8100,18050
"t","ECO",7700,20400
"ct","FORCE_BUY",12150,25600
"t","NORMAL",15550,21800
"t","PISTOL_ROUND",3850,4400
"t","SEMI_ECO",7550,19350
"t","ECO",1550,20750
"ct","NORMAL",19050,23650
"ct","SEMI_ECO",22650,9800
"ct","ECO",29850,1500
"ct","NORMAL",34300,21800
"ct","FORCE_BUY",27150,13850
"t","ECO",32200,2450
"t","NORMAL",16100,26300
"ct","ECO",4850,29700
"ct","ECO",31750,11100
"t","NORMAL",34000,20900
"t","NORMAL",19750,20500
"ct","FORCE_BUY",11000,21650
"ct","PISTOL_ROUND",4300,4400
"ct","SEMI_ECO",19400,7600
"ct","ECO",23600,4550
"t","NORMAL",26700,23250
"t","ECO",8750,27050
"t","NORMAL",25500,27750
"t","ECO",2950,30450
"t","NORMAL",25000,28550
"t","NORMAL",16200,26100
"t","NORMAL",22900,26300
"t","NORMAL",17450,28550
"ct","ECO",15800,1500
"t","NORMAL",20950,21500
"ct","NORMAL",26350,20050
"ct","ECO",24050,8400
"ct","NORMAL",29900,20100
"t","ECO",26800,2450
"t","ECO",1400,25650
"ct","NORMAL",27050,26550
"t","FORCE_BUY",25150,13500
"t","FORCE_BUY",10450,20500
"t","ECO",1800,21350
"t","NORMAL",25550,22700
"t","NORMAL",17100,25550
"t","NORMAL",4300,3600
"ct","PISTOL_ROUND",7900,16450
"ct","ECO",21100,2000
"ct","NORMAL",22000,20200
"ct","NORMAL",26600,20600
"t","ECO",32450,8800
"ct","FORCE_BUY",14700,25150
"ct","ECO",26100,9200
"t","NORMAL",24050,15200
"ct","SEMI_ECO",8400,21850
"ct","PISTOL_ROUND",3650,4200
"t","ECO",16800,6150
"t","NORMAL",11150,17650
"t","ECO",3700,23700
"t","NORMAL",21750,24200
"ct","ECO",10150,27100
"ct","FORCE_BUY",26950,13400
"ct","ECO",28650,6950
"ct","NORMAL",23550,22350
"ct","ECO",28750,4850
"ct","NORMAL",32050,25150
"ct","FORCE_BUY",31150,18050
"ct","NORMAL",31650,22150
"t","ECO",31050,5800
"ct","NORMAL",32800,26100
"t","PISTOL_ROUND",4250,4200
"t","ECO",4650,13450
"t","ECO",1100,21450
"t","NORMAL",27100,21650
"ct","NORMAL",17850,26550
"ct","NORMAL",27800,25900
"t","NORMAL",33400,23700
"ct","FORCE_BUY",13150,24800
"ct","NORMAL",22950,19950
"ct","NORMAL",24200,17650
"ct","ECO",27950,1900
"t","NORMAL",28700,25800
"ct","PISTOL_ROUND",4300,3500
"ct","FORCE_BUY",11650,6700
"ct","ECO",21650,2500
"ct","NORMAL",25850,22150
"ct","ECO",29300,5300
"t","NORMAL",26100,25000
"t","ECO",6450,24400
"t","ECO",1200,24450
"ct","NORMAL",25750,27750
"t","NORMAL",26000,23700
"ct","ECO",7350,25400
"t","ECO",28800,8550
"t","FORCE_BUY",31050,16200
"t","FORCE_BUY",12850,26350
"t","FORCE_BUY",15950,27750
"ct","PISTOL_ROUND",4300,4150
"ct","SEMI_ECO",18450,7450
"ct","ECO",23200,2750
"ct","NORMAL",28150,21550
"ct","ECO",35150,10600
"t","FORCE_BUY",31850,16800
"ct","FORCE_BUY",10450,17700
"ct","ECO",30850,9700
"ct","ECO",27850,10100
"t","PISTOL_ROUND",4400,4400
"t","SEMI_ECO",5900,15050
"t","ECO",3000,18250
"t","NORMAL",25500,22500
"t","ECO",4400,26050
"ct","NORMAL",24400,26150
"ct","FORCE_BUY",31400,18000
"ct","ECO",31400,5600
"t","NORMAL",33400,22000
"t","FORCE_BUY",12350,26050
"t","ECO",1700,24950
"ct","NORMAL",24050,25750
"ct","NORMAL",26600,24050
"ct","ECO",28750,8500
"ct","FORCE_BUY",33800,19700
"ct","PISTOL_ROUND",3800,3600
"ct","ECO",17150,6400
"ct","ECO",21550,1600
"ct","NORMAL",24050,21000
"t","FORCE_BUY",30350,17100
"t","NORMAL",16650,26450
"t","SEMI_ECO",11200,26000
"t","ECO",2800,29800
"ct","NORMAL",26350,22800
"t","NORMAL",17600,27150
"t","ECO",2400,26300
"ct","FORCE_BUY",13300,25350
"ct","ECO",29850,2550
"t","NORMAL",26000,23050
"t","NORMAL",19850,21900
"ct","NORMAL",30300,22850
"ct","NORMAL",35200,30050
"t","NORMAL",35700,30450
"t","NORMAL",33200,24850
"ct","NORMAL",33600,22800
"ct","NORMAL",31450,25750
"ct","NORMAL",32600,27550
"ct","NORMAL",34800,28150
"ct","NORMAL",36250,27500
"t","NORMAL",32550,27650
"ct","PISTOL_ROUND",4400,4150
"t","ECO",17650,2350
"t","ECO",5350,27000
"t","ECO",2700,30400
"t","NORMAL",28350,28050
"t","ECO",4700,28600
"ct","NORMAL",30450,24100
"ct","ECO",26150,8400
"ct","NORMAL",25600,22700
"ct","ECO",30700,3050
"t","NORMAL",31900,25400
"t","NORMAL",22700,21300
"t","ECO",6600,27550
"t","ECO",7050,19850
"ct","NORMAL",28350,27250
"ct","PISTOL_ROUND",4300,4200
"t","SEMI_ECO",17100,6500
"t","ECO",1300,20300
"ct","NORMAL",18950,23500
"ct","NORMAL",20950,17600
"ct","ECO",22200,6750
"ct","NORMAL",23750,16600
"t","NORMAL",18550,21250
"t","FORCE_BUY",10800,23200
"t","ECO",5500,22200
"t","NORMAL",18600,25700
"t","ECO",2100,24100
"t","NORMAL",23650,25600
"t","FORCE_BUY",13200,25600
"ct","NORMAL",16700,26900
"ct","NORMAL",33350,27450
"t","NORMAL",31700,26950
"ct","NORMAL",33150,28550
"ct","NORMAL",30300,22450
"ct","NORMAL",31200,27250
"ct","NORMAL",30800,30800
"t","FORCE_BUY",7550,14550
"t","ECO",1700,20150
"ct","NORMAL",23250,18900
"ct","NORMAL",24550,15550
"ct","ECO",27750,1400
"ct","NORMAL",27550,21900
"ct","ECO",32450,5250
"ct","NORMAL",27950,20500
"ct","SEMI_ECO",30450,11900
"ct","NORMAL",25900,16050
"ct","ECO",29800,8550
"t","NORMAL",31100,20150
"ct","NORMAL",22250,26550
"ct","FORCE_BUY",21700,10600
"t","PISTOL_ROUND",4400,3600
"t","ECO",6850,18550
"ct","NORMAL",14000,19300
"t","ECO",23450,4700
"ct","SEMI_ECO",8050,19800
"ct","ECO",26300,3400
"ct","NORMAL",28550,17300
"ct","ECO",27200,2050
"t","NORMAL",32250,24650
"t","NORMAL",23550,19650
"t","PISTOL_ROUND",4350,4400
"t","FORCE_BUY",8050,16550
"t","ECO",3450,20450
"t","NORMAL",24400,24300
"t","ECO",3850,23400
"ct","NORMAL",29050,23800
"t","NORMAL",31450,22300
"t","NORMAL",21900,26350
"ct","ECO",3400,26350
"t","NORMAL",30200,24800
"t","ECO",6750,24800
"t","ECO",3550,24900
"t","NORMAL",25900,25000
"t","ECO",3250,27550
"t","NORMAL",30350,24700
"t","PISTOL_ROUND",4000,4300
"t","FORCE_BUY",8400,17600
"t","FORCE_BUY",10000,21900
"t","ECO",3600,18800
"ct","NORMAL",26250,21700
"ct","FORCE_BUY",26050,14000
"ct","ECO",26250,9500
"t","PISTOL_ROUND",3600,4000
"ct","FORCE_BUY",7050,12050
"ct","NORMAL",18700,12100
"ct","ECO",25850,7200
"ct","FORCE_BUY",29850,15100
"ct","FORCE_BUY",30750,15300
"ct","FORCE_BUY",32300,15350
"ct","NORMAL",31450,24800
"ct","NORMAL",28150,19450
"t","FORCE_BUY",28750,13350
"t","NORMAL",18500,21250
"t","ECO",1300,24350
"ct","NORMAL",23800,24900
"t","NORMAL",23350,27250
"ct","ECO",10400,27800
"ct","PISTOL_ROUND",4200,4300
"t","ECO",17500,6400
"ct","ECO",6400,20600
"ct","SEMI_ECO",22500,10150
"ct","ECO",24900,1100
"ct","NORMAL",27850,23600
"ct","ECO",29350,4150
"t","NORMAL",30750,26750
"ct","NORMAL",33450,28350
"t","FORCE_BUY",31550,18550
"t","NORMAL",17800,23650
"t","NORMAL",13950,20200
"t","FORCE_BUY",13100,25700
"ct","PISTOL_ROUND",3800,4500
"ct","SEMI_ECO",18600,7500
"ct","ECO",18300,1100
"ct","NORMAL",27250,22250
"ct","ECO",31850,2600
"t","NORMAL",32050,24550
"t","NORMAL",25900,20900
"t","ECO",8400,27850
"ct","NORMAL",21250,27650
"t","NORMAL",28400,24300
"ct","ECO",4250,27050
"ct","ECO",27000,2300
"t","NORMAL",23500,16800
"t","SEMI_ECO",9250,23800
"ct","FORCE_BUY",13000,25500
"t","PISTOL_ROUND",2950,4500
"ct","FORCE_BUY",9000,16200
"t","NORMAL",21850,18050
"t","ECO",1600,26200
"t","SEMI_ECO",9150,21250
"t","NORMAL",23850,26600
"t","NORMAL",18800,26650
"ct","NORMAL",21800,24400
"t","NORMAL",21450,18350
"t","PISTOL_ROUND",4100,4400
"t","ECO",4850,16800
"t","ECO",1000,19400
"t","NORMAL",24500,24500
"t","ECO",2400,28450
"t","NORMAL",30800,28250
"t","NORMAL",20050,29400
"t","ECO",10400,30200
"t","NORMAL",31050,30100
"t","ECO",4600,29900
"t","NORMAL",30250,30100
"t","ECO",5800,28050
"ct","NORMAL",29350,26850
"t","NORMAL",29950,22750
"t","NORMAL",18750,29600
"t","PISTOL_ROUND",4500,4300
